id,page_views,downloads,columns,agency,d,r,g,b
yibg-6r2q,43,102.0,31,Department of Education (DOE),367.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
kut8-vibx,43,71.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
m9yq-6n44,43,86.0,2,Department of Education (DOE),21.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
cpqg-u87g,43,60.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
x2ak-gjxj,43,194.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
4jus-39vu,43,167.0,6,Department of Education (DOE),241.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
nenq-ccpd,43,141.0,39,Department of Education (DOE),363.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
f9uc-f34g,43,0.0,0,Department of Sanitation (DSNY),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
6sqr-c995,43,88.0,8,Department of Education (DOE),269.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
jpe4-9hh5,43,93.0,7,Department of Education (DOE),630.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ub9e-s7ai,43,109.0,10,Department of Education (DOE),660.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
t572-gp5u,43,0.0,0,0,0.0,0.7,0.7,0.0
hxff-kzzc,42,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
x77w-bjx9,42,155.0,5,Department of Education (DOE),44.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
i3ez-z58g,42,440.0,8,Department of Education (DOE),662.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
e9ah-8qv4,42,127.0,9,Department of Education (DOE),582.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
2knz-3yg6,42,233.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
sybh-s59s,42,81.0,16,Department of Education (DOE),530.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
tsny-wwsu,41,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
fhj3-55ah,41,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
hb7g-4ihf,41,0.0,0,Department of Sanitation (DSNY),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
3u5q-ae5y,41,45.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
nieh-77cs,41,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
tu4y-7fre,41,98.0,5,Human Resources Administration (HRA),138.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
8fgk-qysk,41,358.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
n55z-cx8y,41,139.0,16,Department of Transportation (DOT),280.0,0.984313725490196,0.5019607843137255,0.4470588235294118
8i43-kna8,41,87.0,8,Department of Education (DOE),128.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
gix2-d8at,41,83.0,8,Department of Education (DOE),379.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
8knn-wq9b,41,126.0,9,Department of Education (DOE),582.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
6yzk-rwz2,41,162.0,19,Mayor's Office of the Chief Technology Officer,0.0,0.7,0.7,0.0
4vfc-wci4,41,199.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
en96-iuwi,41,93.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
e76w-s8gb,41,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
dy9m-dvf2,41,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
hm5s-pgts,40,0.0,0,Department of Sanitation (DSNY),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
gx64-vjdi,40,224.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
cnnp-j87w,40,74.0,7,Department of Education (DOE),42.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
e33f-d2gn,40,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
4hiy-398i,40,82.0,10,Department of Education (DOE),209.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
y86q-g4pf,40,99.0,8,Department of Education (DOE),269.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
5hb6-gnie,40,102.0,6,Department of Education (DOE),261.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
d4mz-3bq9,40,139.0,10,Department of Education (DOE),445.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
s67x-p7nk,39,100.0,12,Mayor's Office of Operations (OPS),145.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
jvnx-z9de,39,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
tqh4-y786,39,151.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
bwx8-3rf4,39,79.0,7,Department of Education (DOE),52.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
tars-scr5,39,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
myhg-kfw9,39,353.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ngew-r755,39,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
ru7q-zr7g,39,157.0,8,Department of Education (DOE),269.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
785g-7qf7,39,124.0,11,Department of Education (DOE),293.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
9wwd-tgzc,39,88.0,9,Department of Education (DOE),59.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
mju7-rqph,38,49.0,3,Brooklyn Borough President (BPBK),118.0,0.7,0.7,0.0
meug-f4mb,38,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
kfrx-hgf8,38,97.0,105,Department of Education (DOE),907.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
dji6-v57p,38,362.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
9wui-eigp,37,125.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
b225-hg9m,37,88.0,7,Department of Education (DOE),520.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
crc3-tcnm,37,85.0,10,Department of Education (DOE),661.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
uep6-mri2,37,181.0,69,Department of Education (DOE),456.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
phqd-xav8,37,96.0,27,Department of Education (DOE),495.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
g4tm-nibn,37,45.0,27,Department of Consumer Affairs (DCA),801.0,0.984313725490196,0.5019607843137255,0.4470588235294118
4i4x-egcq,37,62.0,3,Department of Citywide Administrative Services (DCAS),517.0,0.9882352941176471,0.803921568627451,0.8980392156862745
t6a9-nby7,37,94.0,7,Department of Education (DOE),630.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ctq9-j8y9,57,88.0,20,Department of Education (DOE),365.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
7ggc-ypzi,57,493.0,15,Department of Education (DOE),372.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
dp2s-vccd,57,393.0,6,Department of Education (DOE),123.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
kz72-dump,57,83.0,8,Department of Education (DOE),127.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
dqsy-6vth,57,194.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
dtmw-avzj,57,107.0,15,School Construction Authority (SCA),838.0,1.0,1.0,0.7019607843137254
v3am-k46r,56,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
af3x-y3y3,56,146.0,27,Department of Education (DOE),316.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
s3uf-q278,56,203.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
ayph-gj7e,56,56.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
wugy-h4kt,56,356.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
4y63-yw9e,56,101.0,10,Department of Education (DOE),238.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
deqx-mzd7,56,78.0,7,Department of Education (DOE),520.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
hti8-xb6u,56,579.0,30,Department of Education (DOE),324.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
tuie-py5h,56,360.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
vm3f-2n7x,55,353.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
gdpi-hegk,55,88.0,12,Department of Education (DOE),364.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
xne4-4v8f,55,90.0,21,Department of Education (DOE),431.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
nhca-vme6,55,175.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
xsd9-52hv,55,93.0,17,Department of Small Business Services (SBS),731.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
at6p-rk97,55,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
bvju-796s,55,133.0,22,Department of Sanitation (DSNY),738.0,0.984313725490196,0.5019607843137255,0.4470588235294118
bjzv-ubve,55,203.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
8qnp-qwn4,55,165.0,10,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
eg75-mh9k,55,494.0,64,Department of Education (DOE),445.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
adqm-qibj,54,412.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
deah-gjrv,54,89.0,6,Department of Education (DOE),251.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ynhu-u9id,54,446.0,6,Department of Education (DOE),261.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
j8sx-ccsq,54,89.0,6,Department of Education (DOE),371.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
d83i-6us7,54,707.0,32,Department of Transportation (DOT),978.0,0.984313725490196,0.5019607843137255,0.4470588235294118
bvd8-5483,54,389.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
b8z8-mpdb,54,194.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
ii2w-6fne,54,86.0,16,Department of Education (DOE),858.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
jht3-w4hh,54,365.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
s5mq-f5ie,54,213.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
ge56-g6yt,53,363.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
5zea-fjhf,53,169.0,10,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
ymc8-mg8s,53,42.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
xk8i-qnua,53,0.0,0,Office of the Comptroller (COMPTROLLER),0.0,0.7,0.7,0.0
fuhv-y2p6,53,176.0,10,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
cfnc-xfjw,53,85.0,15,Department of Education (DOE),372.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
mvab-8uw7,53,130.0,9,Department of Education (DOE),138.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
kxua-p5dg,53,128.0,11,Department of Education (DOE),59.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
2gcj-p28u,53,78.0,9,Department of Education (DOE),59.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
6gzn-qtm3,53,98.0,19,Department of Education (DOE),364.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
6bgt-eg8b,53,62.0,0,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
xi6j-55dx,53,0.0,0,Department of Sanitation (DSNY),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
f5y3-uf2u,52,353.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
wexi-2njw,52,89.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
mz5e-yub2,52,116.0,41,Department of Education (DOE),367.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
f4ux-qw5u,52,362.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
fw5m-2rb3,52,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
3r4q-36zy,52,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
9f25-223x,52,472.0,8,Department of Education (DOE),246.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
rej3-v4c3,52,360.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ke49-x9wf,51,306.0,27,Department of Education (DOE),582.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ynsf-rr5f,51,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
jege-pgbz,51,89.0,3,Department of Small Business Services (SBS),801.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
k4xi-fxp5,51,434.0,16,Department of Education (DOE),858.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
hnb3-32fi,51,421.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
pexc-kg7n,51,100.0,6,Department of Education (DOE),371.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
uz9h-5uv2,51,118.0,9,Department of Education (DOE),621.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
fnf8-c7wx,51,355.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
hpku-qnwm,51,84.0,26,Department of Education (DOE),243.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
mx2v-5myb,51,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
qm58-9mub,51,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
xy43-qc25,51,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
wmn9-zjsc,51,96.0,13,Department of Education (DOE),335.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
t4re-ksn6,51,38.0,7,Department of Parks and Recreation (DPR),591.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
r4dz-wduq,50,433.0,7,Department of Education (DOE),126.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
q7kr-hyux,50,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
kvfi-kxcq,50,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
w23u-4th9,50,361.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
chzg-3b9u,50,140.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
pbc8-mmb4,50,98.0,41,Department of Education (DOE),367.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
9n6h-pt9g,50,283.0,44,Department of Transportation (DOT),617.0,0.984313725490196,0.5019607843137255,0.4470588235294118
63u4-2zc2,50,134.0,4,Department of Education (DOE),356.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
twu4-tp2g,50,259.0,8,Department of Education (DOE),240.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
gne4-pga9,50,356.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
a5ub-y4r4,50,217.0,43,Department for the Aging (DFTA),763.0,0.9882352941176471,0.803921568627451,0.8980392156862745
am74-3pnv,49,85.0,8,Department of Education (DOE),667.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
5vqp-meve,49,219.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
hqb2-y6mu,49,94.0,7,Department of Education (DOE),52.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
exe6-f2vx,49,101.0,23,Department of Education (DOE),22.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
6dju-qj67,49,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
fbmg-vwgd,49,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
pgtq-ht5f,49,82.0,16,Department of Education (DOE),530.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
5cd6-v74i,49,86.0,17,Department of Education (DOE),396.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
aajk-7hbr,48,181.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
2ay5-tqqe,48,147.0,7,Department of Education (DOE),42.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
rghe-gkg2,48,85.0,6,Mayor’s Office to End Domestic and Gender-Based Violence,570.0,0.7,0.7,0.0
dy62-2n2g,48,161.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
e555-uc5w,48,73.0,83,Department of Education (DOE),351.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
n6uv-kunx,48,166.0,9,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
nawr-fbpn,48,153.0,8,Department of Education (DOE),379.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
qt5r-nqxp,48,50.0,7,Department of City Planning (DCP),380.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
esep-hmvs,48,419.0,7,Department of Education (DOE),237.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
fi8f-t673,48,92.0,10,Department of Education (DOE),660.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
6wp7-y8uw,48,0.0,0,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
bzri-pz9j,47,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
pchn-eaxn,73,165.0,5,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
